id,timestamp,open,high,low,close,volume,adjclose,date,symbol,currency,created_at
1,1704205800,102.25,102.62000274658203,100.58999633789062,101.52999877929688,9020900,99.7242202758789,2024-01-02 10:30:00 UTC,TSM,USD,2025-05-11 20:04:00
2,1704292200,100.33999633789062,101.25,99.66000366210938,100.16999816894531,6650600,98.38841247558594,2024-01-03 10:30:00 UTC,TSM,USD,2025-05-11 20:04:00
3,1704378600,99.52999877929688,100.44000244140625,99.12000274658203,99.12999725341797,7996700,97.36690521240234,2024-01-04 10:30:00 UTC,TSM,USD,2025-05-11 20:04:00
4,1704465000,99.0,100.63999938964844,98.80000305175781,99.61000061035156,7344900,97.83836364746094,2024-01-05 10:30:00 UTC,TSM,USD,2025-05-11 20:04:00
5,1704724200,100.62999725341797,102.79000091552734,100.5,102.23999786376953,12455600,100.42158508300781,2024-01-08 10:30:00 UTC,TSM,USD,2025-05-11 20:04:00
6,1704810600,101.05000305175781,101.97000122070312,100.20999908447266,101.88999938964844,7764000,100.07781219482422,2024-01-09 10:30:00 UTC,TSM,USD,2025-05-11 20:04:00
7,1704897000,102.5199966430664,102.77999877929688,99.9800033569336,100.80000305175781,6975700,99.00720977783203,2024-01-10 10:30:00 UTC,TSM,USD,2025-05-11 20:04:00
8,1704983400,101.69999694824219,102.16000366210938,99.98999786376953,101.22000122070312,7862700,99.41973114013672,2024-01-11 10:30:00 UTC,TSM,USD,2025-05-11 20:04:00
9,1705069800,100.88999938964844,102.37999725341797,100.87000274658203,101.23999786376953,6514000,99.43937683105469,2024-01-12 10:30:00 UTC,TSM,USD,2025-05-11 20:04:00
10,1705415400,100.52999877929688,102.3499984741211,100.19999694824219,101.66999816894531,11185500,99.86172485351562,2024-01-16 10:30:00 UTC,TSM,USD,2025-05-11 20:04:00
11,1705501800,100.87000274658203,103.33000183105469,100.0,102.94999694824219,17649500,101.11896514892578,2024-01-17 10:30:00 UTC,TSM,USD,2025-05-11 20:04:00
12,1705588200,111.19999694824219,113.38999938964844,109.4800033569336,113.02999877929688,58783700,111.01969146728516,2024-01-18 10:30:00 UTC,TSM,USD,2025-05-11 20:04:00
13,1705674600,113.22000122070312,115.1500015258789,111.0199966430664,114.19999694824219,37737300,112.16887664794922,2024-01-19 10:30:00 UTC,TSM,USD,2025-05-11 20:04:00
