timestamp,open,close,low,high,volume,adjclose,date,symbol,currency
1763130600,275.9100036621094,284.82000732421875,273.2300109863281,286.8599853515625,11473700,284.82000732421875,2025-11-14 09:30:00 UTC,TSM,USD
