timestamp,open,close,low,high,volume,adjclose,date,symbol,currency
1738333800,209.92999267578125,209.32000732421875,208.1999969482422,215.0,15781900,208.5076141357422,2025-01-31 10:30:00 UTC,TSM,USD
1738593000,199.6300048828125,199.8000030517578,197.97999572753906,204.99000549316406,17719800,199.02456665039062,2025-02-03 10:30:00 UTC,TSM,USD
1738679400,204.07000732421875,204.0500030517578,202.0800018310547,205.75,12692900,203.25807189941406,2025-02-04 10:30:00 UTC,TSM,USD
1738765800,206.0,208.57000732421875,203.8300018310547,210.47999572753906,10997800,207.76052856445312,2025-02-05 10:30:00 UTC,TSM,USD
1738852200,210.05999755859375,210.5,207.0,211.17999267578125,8491400,209.6830291748047,2025-02-06 10:30:00 UTC,TSM,USD
1738938600,213.00999450683594,206.1199951171875,205.72000122070312,213.17999267578125,11616200,205.3200225830078,2025-02-07 10:30:00 UTC,TSM,USD
1739197800,208.0,207.9499969482422,206.52999877929688,209.97999572753906,9296500,207.14292907714844,2025-02-10 10:30:00 UTC,TSM,USD
1739284200,205.1300048828125,208.74000549316406,201.0,209.83999633789062,9224500,207.92987060546875,2025-02-11 10:30:00 UTC,TSM,USD
1739370600,204.89999389648438,206.3800048828125,203.00999450683594,207.07000732421875,7373700,205.5790252685547,2025-02-12 10:30:00 UTC,TSM,USD
1739457000,201.8800048828125,201.8300018310547,199.22999572753906,202.3000030517578,15580900,201.0466766357422,2025-02-13 10:30:00 UTC,TSM,USD
1739543400,199.97999572753906,203.89999389648438,197.4600067138672,206.25,23220300,203.108642578125,2025-02-14 10:30:00 UTC,TSM,USD
1739889000,204.75999450683594,202.74000549316406,200.52000427246094,205.85000610351562,14988100,201.95315551757812,2025-02-18 10:30:00 UTC,TSM,USD
1739975400,202.00999450683594,200.9499969482422,200.02000427246094,202.60000610351562,13163100,200.1700897216797,2025-02-19 10:30:00 UTC,TSM,USD
1740061800,200.27999877929688,200.10000610351562,197.61000061035156,200.33999633789062,10639300,199.32339477539062,2025-02-20 10:30:00 UTC,TSM,USD
1740148200,201.3300018310547,198.24000549316406,196.00999450683594,202.69000244140625,13757300,197.47061157226562,2025-02-21 10:30:00 UTC,TSM,USD
1740407400,196.8800048828125,191.64999389648438,191.4600067138672,198.7899932861328,15114300,190.90618896484375,2025-02-24 10:30:00 UTC,TSM,USD
1740493800,190.64999389648438,189.3699951171875,187.47000122070312,193.52999877929688,20581000,188.63502502441406,2025-02-25 10:30:00 UTC,TSM,USD
1740580200,191.08999633789062,194.6199951171875,191.08999633789062,196.0800018310547,14112300,193.86465454101562,2025-02-26 10:30:00 UTC,TSM,USD
1740666600,194.69000244140625,181.08999633789062,181.0800018310547,194.77000427246094,24219200,180.3871612548828,2025-02-27 10:30:00 UTC,TSM,USD
1740753000,179.30999755859375,180.52999877929688,175.52000427246094,182.16000366210938,27929400,179.829345703125,2025-02-28 10:30:00 UTC,TSM,USD
1741012200,181.14999389648438,172.97000122070312,171.07000732421875,181.57000732421875,37403000,172.29869079589844,2025-03-03 10:30:00 UTC,TSM,USD
1741098600,175.05999755859375,180.0,174.17999267578125,183.60000610351562,29395200,179.30140686035156,2025-03-04 10:30:00 UTC,TSM,USD
1741185000,183.0,184.27999877929688,180.72000122070312,184.74000549316406,17334000,183.56478881835938,2025-03-05 10:30:00 UTC,TSM,USD
1741271400,178.5800018310547,175.85000610351562,175.7899932861328,181.5500030517578,17864300,175.16751098632812,2025-03-06 10:30:00 UTC,TSM,USD
1741357800,175.7899932861328,177.10000610351562,171.02000427246094,178.47000122070312,21012700,176.41265869140625,2025-03-07 10:30:00 UTC,TSM,USD
1741613400,172.47000122070312,170.64999389648438,167.91000366210938,174.88999938964844,18265100,169.98768615722656,2025-03-10 09:30:00 UTC,TSM,USD
1741699800,170.64999389648438,170.97000122070312,168.10000610351562,173.3300018310547,16561100,170.30645751953125,2025-03-11 09:30:00 UTC,TSM,USD
1741786200,175.60000610351562,177.1699981689453,174.75999450683594,178.1300048828125,14737600,176.48239135742188,2025-03-12 09:30:00 UTC,TSM,USD
1741872600,173.88999938964844,171.58999633789062,170.5,173.88999938964844,14381600,170.92404174804688,2025-03-13 09:30:00 UTC,TSM,USD
1741959000,172.64999389648438,174.08999633789062,171.92999267578125,174.3699951171875,11449400,173.41433715820312,2025-03-14 09:30:00 UTC,TSM,USD
1742218200,173.9499969482422,176.24000549316406,173.82000732421875,177.16000366210938,9678100,175.55599975585938,2025-03-17 09:30:00 UTC,TSM,USD
1742304600,174.3800048828125,173.1300048828125,170.42999267578125,174.5800018310547,9986000,173.1300048828125,2025-03-18 09:30:00 UTC,TSM,USD
1742391000,173.0,173.75999450683594,171.74000549316406,175.72999572753906,10678500,173.75999450683594,2025-03-19 09:30:00 UTC,TSM,USD
1742477400,174.85000610351562,177.47000122070312,174.5500030517578,178.6699981689453,12209700,177.47000122070312,2025-03-20 09:30:00 UTC,TSM,USD
1742563800,174.91000366210938,176.72999572753906,173.7899932861328,177.1999969482422,9993200,176.72999572753906,2025-03-21 09:30:00 UTC,TSM,USD
1742823000,179.99000549316406,181.16000366210938,179.67999267578125,182.92999267578125,11440000,181.16000366210938,2025-03-24 09:30:00 UTC,TSM,USD
1742909400,182.47000122070312,180.89999389648438,179.8000030517578,182.50999450683594,8718800,180.89999389648438,2025-03-25 09:30:00 UTC,TSM,USD
1742995800,179.22999572753906,173.5,171.47000122070312,179.5500030517578,14612400,173.5,2025-03-26 09:30:00 UTC,TSM,USD
1743082200,171.38999938964844,168.24000549316406,167.5500030517578,171.61000061035156,17559100,168.24000549316406,2025-03-27 09:30:00 UTC,TSM,USD
1743168600,168.0399932861328,165.25,164.05999755859375,168.6300048828125,16332000,165.25,2025-03-28 09:30:00 UTC,TSM,USD
1743427800,160.36000061035156,166.0,159.72999572753906,166.1300048828125,19408300,166.0,2025-03-31 09:30:00 UTC,TSM,USD
1743514200,166.38999938964844,168.63999938964844,165.05999755859375,168.8699951171875,9180000,168.63999938964844,2025-04-01 09:30:00 UTC,TSM,USD
1743600600,166.85000610351562,170.38999938964844,166.35000610351562,171.75,10072700,170.38999938964844,2025-04-02 09:30:00 UTC,TSM,USD
1743687000,160.05999755859375,157.3800048828125,157.2100067138672,161.8000030517578,28370500,157.3800048828125,2025-04-03 09:30:00 UTC,TSM,USD
1743773400,150.88999938964844,146.8000030517578,144.83999633789062,151.30999755859375,36085100,146.8000030517578,2025-04-04 09:30:00 UTC,TSM,USD
1744032600,134.50999450683594,146.1699981689453,134.25,153.75,46388300,146.1699981689453,2025-04-07 09:30:00 UTC,TSM,USD
1744119000,151.97999572753906,141.3699951171875,138.97999572753906,152.61000061035156,30479700,141.3699951171875,2025-04-08 09:30:00 UTC,TSM,USD
1744205400,140.1999969482422,158.75,137.89999389648438,160.6199951171875,45612500,158.75,2025-04-09 09:30:00 UTC,TSM,USD
1744291800,155.5,151.1300048828125,146.91000366210938,156.0,24503500,151.1300048828125,2025-04-10 09:30:00 UTC,TSM,USD
1744378200,156.0,157.0800018310547,153.25,158.00999450683594,19632200,157.0800018310547,2025-04-11 09:30:00 UTC,TSM,USD
1744637400,158.3000030517578,155.83999633789062,154.02999877929688,158.58999633789062,17509400,155.83999633789062,2025-04-14 09:30:00 UTC,TSM,USD
1744723800,156.49000549316406,157.3300018310547,156.0500030517578,158.25,14306600,157.3300018310547,2025-04-15 09:30:00 UTC,TSM,USD
1744810200,150.60000610351562,151.6699981689453,148.49000549316406,153.5399932861328,23806100,151.6699981689453,2025-04-16 09:30:00 UTC,TSM,USD
1744896600,156.0500030517578,151.74000549316406,151.4499969482422,157.5,27209900,151.74000549316406,2025-04-17 09:30:00 UTC,TSM,USD
1745242200,149.99000549316406,147.86000061035156,145.83999633789062,150.27999877929688,15170500,147.86000061035156,2025-04-21 09:30:00 UTC,TSM,USD
1745328600,148.0,151.39999389648438,147.44000244140625,152.60000610351562,12668600,151.39999389648438,2025-04-22 09:30:00 UTC,TSM,USD
1745415000,159.3699951171875,157.80999755859375,156.0,160.3800048828125,17667900,157.80999755859375,2025-04-23 09:30:00 UTC,TSM,USD
1745501400,157.77999877929688,164.17999267578125,157.38999938964844,164.5500030517578,18761100,164.17999267578125,2025-04-24 09:30:00 UTC,TSM,USD
1745587800,163.92999267578125,165.10000610351562,161.16000366210938,165.91000366210938,14654800,165.10000610351562,2025-04-25 09:30:00 UTC,TSM,USD
1745847000,165.0,163.39999389648438,160.5,165.32000732421875,11415600,163.39999389648438,2025-04-28 09:30:00 UTC,TSM,USD
1745933400,164.3800048828125,164.47999572753906,163.5,166.0,9830100,164.47999572753906,2025-04-29 09:30:00 UTC,TSM,USD
1746019800,163.5399932861328,166.69000244140625,161.75,166.9199981689453,10073000,166.69000244140625,2025-04-30 09:30:00 UTC,TSM,USD
1746106200,172.8000030517578,172.72000122070312,170.9499969482422,174.77999877929688,22670600,172.72000122070312,2025-05-01 09:30:00 UTC,TSM,USD
1746192600,179.8000030517578,179.27999877929688,177.13999938964844,180.64999389648438,21691200,179.27999877929688,2025-05-02 09:30:00 UTC,TSM,USD
1746451800,179.0,176.39999389648438,176.25,180.0800018310547,14618900,176.39999389648438,2025-05-05 09:30:00 UTC,TSM,USD
1746538200,172.60000610351562,172.27999877929688,170.58999633789062,174.74000549316406,14565600,172.27999877929688,2025-05-06 09:30:00 UTC,TSM,USD
1746624600,174.10000610351562,174.5399932861328,171.3699951171875,175.97999572753906,9682500,174.5399932861328,2025-05-07 09:30:00 UTC,TSM,USD
1746711000,175.33999633789062,175.22000122070312,173.66000366210938,177.4499969482422,10343000,175.22000122070312,2025-05-08 09:30:00 UTC,TSM,USD
1746797400,179.8000030517578,176.52000427246094,176.47000122070312,180.4600067138672,11565600,176.52000427246094,2025-05-09 09:30:00 UTC,TSM,USD
